trial,time,drone_id,depot_id,pkg_id,agent_tw_earliest_time,agent_tw_latest_time,agent_tw_avail,reward,true_return_time,true_delivery_time,approx_travel_time,true_travel_time
45,0,dn10,4,pkg5,5.0,13.0,19,1000.0,20,10,6,10
45,0,dn11,4,pkg7,10.0,18.0,20,1000.0,54,27,2,27
45,0,dn12,4,pkg19,6.0,14.0,20,1000.0,20,10,6,10
45,0,dn13,5,pkg18,10.0,20.0,25,1000.0,14.0,10.0,5,4.0
45,1,dn14,5,pkg23,10.0,19.0,28,1000.0,19,10,9,9
45,2,dn15,5,pkg24,11.0,21.0,26,1000.0,17.0,11.0,5,6.0
45,11,dn7,3,pkg12,6.0,15.0,26,1000.0,53,32,11,21
45,13,dn9,3,pkg22,6.0,16.0,27,1000.0,59,36,11,23
45,14,dn13,5,pkg27,22.0,27.0,36,1000.0,34,24,9,10
45,15,dn8,3,pkg25,13.0,20.0,30,1000.0,43,29,10,14
45,18,dn3,1,pkg17,10.0,20.0,27,1000.0,62,40,7,22
45,19,dn14,5,pkg30,26.0,35.0,43,1000.0,41,30,8,11
45,20,dn10,4,pkg26,17.0,26.0,34,1000.0,48,34,8,14
45,20,dn12,4,pkg28,23.0,32.0,34,1000.0,46,33,2,13
45,24,dn1,1,pkg32,32.0,38.0,43,1000.0,38.0,32.0,5,6.0
45,28,dn2,1,pkg34,36.0,44.0,55,1000.0,56,42,11,14
45,30,dn6,2,pkg29,27.0,37.0,40,1000.0,48,39,3,9
45,30,dn15,5,pkg36,39.0,46.0,54,1000.0,54,42,8,12
45,34,dn4,2,pkg31,28.0,36.0,43,1000.0,48,41,7,7
45,34,dn5,2,pkg35,34.0,40.0,48,1000.0,62,48,8,14
45,36,dn13,5,pkg38,42.0,52.0,61,1000.0,56,46,9,10
45,41,dn14,5,pkg40,48.0,57.0,63,1000.0,52.0,48.0,6,4.0
45,42,dn1,1,pkg41,48.0,57.0,64,1000.0,74,58,7,16
45,43,dn8,3,pkg42,53.0,60.0,70,1000.0,87,65,10,22
45,46,dn12,4,pkg37,41.0,47.0,49,1000.0,88,67,2,21
45,48,dn4,2,pkg39,44.0,50.0,57,1000.0,76,62,7,14
45,48,dn6,2,pkg43,49.0,56.0,62,1000.0,66,57,6,9
45,52,dn14,5,pkg45,51.0,57.0,65,1000.0,64,58,8,6
45,53,dn7,3,pkg44,50.0,57.0,59,1000.0,75,64,2,11
45,53,dn10,4,pkg48,63.0,71.0,80,1000.0,67.0,63.0,9,4.0
45,54,dn15,5,pkg49,62.0,68.0,76,1000.0,78,66,8,12
45,56,dn2,1,pkg46,59.0,67.0,78,1000.0,88,72,11,16
45,58,dn13,5,pkg50,65.0,70.0,74,1000.0,71.0,65.0,4,6.0
45,59,dn9,3,pkg47,57.0,62.0,72,1000.0,107,83,10,24
45,60,dn11,4,pkg52,66.0,76.0,86,1000.0,92,76,10,16
45,62,dn3,1,pkg54,69.0,76.0,85,1000.0,86,74,9,12
45,62,dn5,2,pkg53,70.0,79.0,88,1000.0,94,78,9,16
45,64,dn14,5,pkg55,72.0,78.0,83,1000.0,76.0,72.0,5,4.0
45,69,dn6,2,pkg57,78.0,87.0,96,1000.0,93,81,9,12
45,71,dn10,4,pkg58,77.0,84.0,88,1000.0,111,91,4,20
45,71,dn13,5,pkg56,74.0,82.0,88,1000.0,87,79,6,8
45,74,dn1,1,pkg60,82.0,87.0,93,1000.0,110,92,6,18
45,75,dn7,3,pkg59,82.0,88.0,93,1000.0,87.0,82.0,5,5.0
45,76,dn4,2,pkg62,85.0,95.0,105,1000.0,108,92,10,16
45,79,dn14,5,pkg63,86.0,95.0,96,1000.0,87.0,86.0,1,1.0
45,82,dn15,5,pkg65,91.0,98.0,107,1000.0,96.0,91.0,9,5.0
45,86,dn3,1,pkg61,84.0,90.0,97,1000.0,118,102,7,16
45,87,dn7,3,pkg67,94.0,99.0,105,1000.0,125,106,6,19
45,87,dn8,3,pkg64,89.0,99.0,108,1000.0,129,108,9,21
45,88,dn12,4,pkg66,90.0,95.0,103,1000.0,114,101,8,13
45,89,dn13,5,pkg68,96.0,102.0,109,1000.0,101.0,96.0,7,5.0
45,92,dn2,1,pkg69,102.0,107.0,116,1000.0,114,103,9,11
46,0,dn1,1,pkg11,6.0,13.0,17,1000.0,14,7,4,7
46,0,dn2,1,pkg13,5.0,13.0,17,1000.0,16,8,4,8
46,0,dn3,1,pkg6,8.0,13.0,18,1000.0,13.0,8.0,5,5.0
46,0,dn4,2,pkg20,7.0,12.0,18,1000.0,16,8,6,8
46,0,dn5,2,pkg14,9.0,16.0,19,1000.0,40,20,3,20
46,0,dn6,2,pkg18,6.0,14.0,19,1000.0,56,28,5,28
46,0,dn7,3,pkg4,5.0,10.0,14,1000.0,9.0,5.0,4,4.0
46,0,dn8,3,pkg17,7.0,12.0,17,1000.0,16,8,5,8
46,0,dn9,3,pkg1,5.0,11.0,19,1000.0,6.0,5.0,8,1.0
46,0,dn10,4,pkg7,7.0,14.0,19,1000.0,62,31,5,31
46,0,dn11,4,pkg12,7.0,16.0,21,1000.0,44,22,5,22
46,0,dn12,4,pkg21,9.0,18.0,21,1000.0,38,19,3,19
46,0,dn13,5,pkg15,5.0,14.0,23,1000.0,26,13,9,13
46,0,dn14,5,pkg2,8.0,15.0,24,1000.0,24,12,9,12
46,0,dn15,5,pkg10,8.0,16.0,24,1000.0,16,8,8,8
46,6,dn9,3,pkg19,10.0,15.0,25,1000.0,38,22,10,16
46,9,dn7,3,pkg22,8.0,16.0,25,1000.0,25,17,9,8
46,13,dn3,1,pkg5,9.0,17.0,20,1000.0,49,31,3,18
46,14,dn1,1,pkg8,9.0,17.0,27,1000.0,62,38,10,24
46,16,dn2,1,pkg26,18.0,27.0,36,1000.0,44,30,9,14
46,16,dn4,2,pkg3,10.0,17.0,24,1000.0,40,28,7,12
46,16,dn8,3,pkg28,19.0,28.0,32,1000.0,28,22,4,6
46,16,dn15,5,pkg29,18.0,25.0,36,1000.0,42,29,11,13
46,24,dn14,5,pkg31,30.0,38.0,44,1000.0,38,31,6,7
46,25,dn7,3,pkg30,24.0,30.0,38,1000.0,37,31,8,6
46,26,dn13,5,pkg32,29.0,39.0,47,1000.0,32,29,8,3
46,35,dn8,3,pkg38,42.0,51.0,56,1000.0,48.0,42.0,5,6.0
46,37,dn7,3,pkg40,42.0,47.0,52,1000.0,46.0,42.0,5,4.0
46,38,dn12,4,pkg35,32.0,39.0,48,1000.0,74,56,9,18
46,40,dn4,2,pkg37,36.0,44.0,47,1000.0,60,50,3,10
46,40,dn5,2,pkg34,34.0,42.0,48,1000.0,84,62,6,22
46,41,dn9,3,pkg43,51.0,57.0,61,1000.0,59.0,51.0,4,8.0
46,42,dn13,5,pkg44,51.0,57.0,66,1000.0,60,51,9,9
46,44,dn2,1,pkg39,43.0,53.0,63,1000.0,74,59,10,15
46,44,dn11,4,pkg36,38.0,45.0,49,1000.0,60,52,4,8
46,47,dn7,3,pkg46,52.0,62.0,68,1000.0,79,63,6,16
46,56,dn6,2,pkg47,58.0,64.0,68,1000.0,68,62,4,6
46,59,dn3,1,pkg50,68.0,75.0,83,1000.0,87,73,8,14
46,60,dn4,2,pkg45,54.0,63.0,74,1000.0,74,67,11,7
46,60,dn11,4,pkg49,65.0,70.0,77,1000.0,80,70,7,10
46,62,dn1,1,pkg52,67.0,73.0,79,1000.0,86,74,6,12
46,62,dn10,4,pkg51,71.0,78.0,81,1000.0,106,84,3,22
46,66,dn13,5,pkg54,73.0,79.0,90,1000.0,92,79,11,13
46,68,dn6,2,pkg48,60.0,69.0,77,1000.0,88,78,8,10
46,74,dn2,1,pkg53,68.0,76.0,81,1000.0,96,85,5,11
46,74,dn4,2,pkg55,74.0,79.0,83,1000.0,114,94,4,20
46,74,dn12,4,pkg57,79.0,87.0,89,1000.0,120,97,2,23
46,75,dn8,3,pkg59,81.0,89.0,97,1000.0,89,82,8,7
46,79,dn7,3,pkg61,84.0,89.0,95,1000.0,97,88,6,9
46,80,dn9,3,pkg62,88.0,93.0,99,1000.0,90.0,88.0,6,2.0
46,80,dn11,4,pkg58,82.0,88.0,89,1000.0,110,95,1,15
46,81,dn14,5,pkg63,90.0,99.0,102,1000.0,93.0,90.0,3,3.0
46,84,dn5,2,pkg56,78.0,88.0,93,1000.0,116,100,5,16
46,84,dn15,5,pkg65,94.0,103.0,114,1000.0,108,96,11,12
46,86,dn1,1,pkg64,88.0,97.0,101,1000.0,100,93,4,7
46,88,dn3,1,pkg67,98.0,103.0,110,1000.0,105.0,98.0,7,7.0
46,88,dn6,2,pkg60,83.0,90.0,97,1000.0,136,112,7,24
46,89,dn8,3,pkg68,96.0,102.0,107,1000.0,125,107,5,18
46,90,dn9,3,pkg66,96.0,104.0,111,1000.0,106,98,7,8
46,96,dn2,1,pkg72,103.0,111.0,120,1000.0,122,109,9,13
46,98,dn7,3,pkg73,104.0,109.0,119,1000.0,105.0,104.0,10,1.0
47,0,dn1,1,pkg21,7.0,15.0,16,1000.0,24,12,1,12
47,0,dn2,1,pkg20,5.0,11.0,17,1000.0,14,7,6,7
47,0,dn3,1,pkg11,5.0,13.0,19,1000.0,24,12,6,12
47,0,dn4,2,pkg14,7.0,14.0,16,1000.0,38,19,2,19
47,0,dn5,2,pkg17,8.0,15.0,19,1000.0,26,13,4,13
47,0,dn6,2,pkg5,9.0,15.0,20,1000.0,32,16,5,16
47,0,dn7,3,pkg19,7.0,12.0,15,1000.0,18,9,3,9
47,0,dn8,3,pkg22,7.0,13.0,17,1000.0,13.0,7.0,4,6.0
47,0,dn9,3,pkg2,8.0,14.0,19,1000.0,14.0,8.0,5,6.0
47,0,dn10,4,pkg12,7.0,13.0,16,1000.0,20,10,3,10
47,0,dn11,4,pkg15,10.0,18.0,20,1000.0,28,14,2,14
47,0,dn12,4,pkg16,6.0,13.0,20,1000.0,50,25,7,25
47,0,dn13,5,pkg3,5.0,11.0,17,1000.0,10,5,6,5
47,0,dn14,5,pkg9,8.0,18.0,20,1000.0,10.0,8.0,2,2.0
47,0,dn15,5,pkg8,10.0,15.0,21,1000.0,15.0,10.0,6,5.0
47,10,dn13,5,pkg10,9.0,14.0,24,1000.0,30,20,10,10
47,10,dn14,5,pkg23,9.0,14.0,24,1000.0,40,25,10,15
47,13,dn8,3,pkg6,9.0,17.0,19,1000.0,33,23,2,10
47,14,dn2,1,pkg24,10.0,16.0,18,1000.0,28,21,2,7
47,14,dn9,3,pkg13,9.0,18.0,21,1000.0,26,20,3,6
47,15,dn15,5,pkg25,13.0,20.0,27,1000.0,25,20,7,5
47,18,dn7,3,pkg26,18.0,25.0,30,1000.0,24,21,5,3
47,20,dn10,4,pkg32,30.0,36.0,40,1000.0,44,32,4,12
47,24,dn1,1,pkg31,25.0,31.0,34,1000.0,46,35,3,11
47,24,dn3,1,pkg30,27.0,33.0,35,1000.0,42,33,2,9
47,24,dn7,3,pkg34,28.0,36.0,38,1000.0,36,30,2,6
47,25,dn15,5,pkg33,30.0,40.0,47,1000.0,35,30,7,5
47,26,dn5,2,pkg28,22.0,32.0,40,1000.0,74,50,8,24
47,26,dn9,3,pkg36,34.0,44.0,53,1000.0,50,38,9,12
47,28,dn2,1,pkg29,25.0,35.0,41,1000.0,56,42,6,14
47,28,dn11,4,pkg35,30.0,35.0,41,1000.0,70,49,6,21
47,31,dn13,5,pkg38,39.0,45.0,51,1000.0,46.0,39.0,6,7.0
47,32,dn6,2,pkg37,38.0,44.0,49,1000.0,64,48,5,16
47,33,dn8,3,pkg39,43.0,52.0,63,1000.0,61,47,11,14
47,35,dn15,5,pkg40,39.0,45.0,53,1000.0,51,43,8,8
47,38,dn4,2,pkg41,46.0,51.0,57,1000.0,76,57,6,19
47,38,dn7,3,pkg43,47.0,53.0,60,1000.0,55.0,47.0,7,8.0
47,40,dn14,5,pkg44,48.0,54.0,61,1000.0,55.0,48.0,7,7.0
47,44,dn10,4,pkg42,45.0,54.0,60,1000.0,62,53,6,9
47,46,dn13,5,pkg45,52.0,57.0,68,1000.0,78,62,11,16
47,48,dn1,1,pkg46,53.0,61.0,70,1000.0,54.0,53.0,9,1.0
47,50,dn3,1,pkg48,57.0,67.0,70,1000.0,72,61,3,11
47,53,dn9,3,pkg49,63.0,73.0,76,1000.0,71.0,63.0,3,8.0
47,54,dn1,1,pkg50,59.0,64.0,71,1000.0,61.0,59.0,7,2.0
47,57,dn7,3,pkg51,63.0,70.0,77,1000.0,93,75,7,18
47,58,dn12,4,pkg52,67.0,76.0,86,1000.0,112,85,10,27
47,59,dn2,1,pkg53,65.0,74.0,81,1000.0,77,68,7,9
47,61,dn8,3,pkg54,71.0,76.0,84,1000.0,73.0,71.0,8,2.0
47,62,dn1,1,pkg55,67.0,73.0,75,1000.0,74,68,2,6
47,64,dn6,2,pkg47,58.0,67.0,70,1000.0,84,74,3,10
47,66,dn14,5,pkg56,74.0,82.0,90,1000.0,88,77,8,11
47,71,dn9,3,pkg57,81.0,87.0,88,1000.0,89.0,81.0,1,8.0
47,73,dn10,4,pkg58,82.0,88.0,95,1000.0,91,82,7,9
47,74,dn5,2,pkg59,83.0,89.0,95,1000.0,104,89,6,15
47,75,dn1,1,pkg60,83.0,92.0,96,1000.0,97,86,4,11
47,77,dn2,1,pkg61,84.0,91.0,97,1000.0,115,96,6,19
47,78,dn3,1,pkg62,88.0,98.0,108,1000.0,92.0,88.0,10,4.0
47,79,dn4,2,pkg63,88.0,95.0,98,1000.0,94.0,88.0,3,6.0
47,81,dn13,5,pkg64,89.0,98.0,104,1000.0,94.0,89.0,6,5.0
47,82,dn11,4,pkg65,88.0,96.0,103,1000.0,110,96,7,14
47,83,dn15,5,pkg66,91.0,101.0,107,1000.0,98.0,91.0,6,7.0
47,86,dn6,2,pkg67,91.0,98.0,104,1000.0,112,99,6,13
47,91,dn10,4,pkg68,96.0,106.0,115,1000.0,139,115,9,24
47,95,dn4,2,pkg69,105.0,110.0,115,1000.0,135,115,5,20
47,99,dn1,1,pkg70,107.0,115.0,122,1000.0,135,117,7,18
48,0,dn1,1,pkg4,5.0,11.0,12,1000.0,20,10,1,10
48,0,dn2,1,pkg12,6.0,13.0,23,1000.0,11.0,6.0,10,5.0
48,0,dn3,1,pkg5,8.0,18.0,24,1000.0,22,11,6,11
48,0,dn4,2,pkg1,5.0,14.0,18,1000.0,38,19,4,19
48,0,dn5,2,pkg10,9.0,15.0,20,1000.0,18,9,5,9
48,0,dn6,2,pkg15,6.0,14.0,21,1000.0,38,19,7,19
48,0,dn7,3,pkg19,5.0,12.0,15,1000.0,8.0,5.0,3,3.0
48,0,dn8,3,pkg16,9.0,15.0,17,1000.0,17.0,9.0,2,8.0
48,0,dn9,3,pkg2,9.0,16.0,20,1000.0,16.0,9.0,4,7.0
48,0,dn10,4,pkg11,7.0,15.0,18,1000.0,24,12,3,12
48,0,dn11,4,pkg21,10.0,18.0,21,1000.0,36,18,3,18
48,0,dn12,4,pkg7,10.0,20.0,24,1000.0,32,16,4,16
48,0,dn13,5,pkg8,7.0,17.0,22,1000.0,11.0,7.0,5,4.0
48,0,dn14,5,pkg18,7.0,17.0,25,1000.0,14,7,8,7
48,0,dn15,5,pkg17,9.0,18.0,26,1000.0,24,12,8,12
48,8,dn7,3,pkg9,6.0,15.0,22,1000.0,40,24,7,16
48,11,dn2,1,pkg23,9.0,15.0,22,1000.0,21,16,7,5
48,11,dn13,5,pkg22,6.0,16.0,27,1000.0,45,28,11,17
48,14,dn14,5,pkg25,15.0,22.0,27,1000.0,30,22,5,8
48,16,dn9,3,pkg14,8.0,17.0,25,1000.0,50,33,8,17
48,17,dn8,3,pkg26,14.0,19.0,28,1000.0,61,39,9,22
48,18,dn5,2,pkg24,12.0,20.0,22,1000.0,46,32,2,14
48,20,dn1,1,pkg32,25.0,31.0,35,1000.0,54,37,4,17
48,21,dn2,1,pkg31,22.0,31.0,39,1000.0,33,27,8,6
48,22,dn3,1,pkg33,27.0,37.0,43,1000.0,46,34,6,12
48,24,dn10,4,pkg28,19.0,28.0,34,1000.0,60,42,6,18
48,24,dn15,5,pkg30,25.0,33.0,41,1000.0,48,36,8,12
48,30,dn14,5,pkg34,30.0,38.0,46,1000.0,40,35,8,5
48,32,dn12,4,pkg35,31.0,41.0,51,1000.0,58,45,10,13
48,35,dn2,1,pkg38,45.0,50.0,58,1000.0,55,45,8,10
48,36,dn11,4,pkg36,40.0,45.0,54,1000.0,76,56,9,20
48,38,dn4,2,pkg41,47.0,57.0,63,1000.0,74,56,6,18
48,40,dn7,3,pkg37,42.0,48.0,56,1000.0,48,44,8,4
48,40,dn14,5,pkg39,42.0,50.0,54,1000.0,50,45,4,5
48,43,dn6,2,pkg43,48.0,56.0,67,1000.0,99,71,11,28
48,45,dn13,5,pkg42,49.0,59.0,62,1000.0,50.0,49.0,3,1.0
48,46,dn3,1,pkg40,45.0,51.0,57,1000.0,60,53,6,7
48,46,dn5,2,pkg44,54.0,59.0,68,1000.0,68,57,9,11
48,52,dn13,5,pkg47,57.0,64.0,72,1000.0,64,58,8,6
48,54,dn1,1,pkg45,51.0,58.0,62,1000.0,76,65,4,11
48,54,dn7,3,pkg48,63.0,69.0,72,1000.0,80,67,3,13
48,55,dn2,1,pkg46,51.0,60.0,67,1000.0,77,66,7,11
48,55,dn14,5,pkg49,62.0,67.0,78,1000.0,73,64,11,9
48,56,dn9,3,pkg50,61.0,71.0,73,1000.0,76,66,2,10
48,59,dn15,5,pkg51,66.0,76.0,81,1000.0,72.0,66.0,5,6.0
48,66,dn3,1,pkg52,72.0,78.0,89,1000.0,108,87,11,21
48,67,dn8,3,pkg53,74.0,79.0,86,1000.0,87,77,7,10
48,68,dn5,2,pkg54,73.0,81.0,89,1000.0,82,75,8,7
48,70,dn10,4,pkg55,80.0,87.0,98,1000.0,90,80,11,10
48,71,dn13,5,pkg56,79.0,85.0,89,1000.0,83.0,79.0,4,4.0
48,76,dn1,1,pkg57,85.0,90.0,98,1000.0,88.0,85.0,8,3.0
48,78,dn2,1,pkg58,84.0,94.0,104,1000.0,98,88,10,10
48,79,dn4,2,pkg59,85.0,90.0,99,1000.0,97,88,9,9
48,85,dn5,2,pkg60,90.0,100.0,108,1000.0,103,94,8,9
48,90,dn7,3,pkg61,98.0,105.0,114,1000.0,116,103,9,13
48,92,dn8,3,pkg62,98.0,107.0,110,1000.0,110,101,3,9
48,95,dn1,1,pkg63,103.0,112.0,116,1000.0,115,105,4,10
48,98,dn4,2,pkg64,104.0,111.0,119,1000.0,128,113,8,15
48,99,dn2,1,pkg65,109.0,119.0,125,1000.0,117.0,109.0,6,8.0
49,0,dn1,1,pkg14,6.0,12.0,14,1000.0,32,16,2,16
49,0,dn2,1,pkg11,10.0,15.0,17,1000.0,32,16,2,16
49,0,dn3,1,pkg13,5.0,13.0,18,1000.0,48,24,5,24
49,0,dn4,2,pkg17,6.0,13.0,15,1000.0,22,11,2,11
49,0,dn5,2,pkg8,7.0,12.0,17,1000.0,26,13,5,13
49,0,dn6,2,pkg1,6.0,15.0,18,1000.0,16,8,3,8
49,0,dn7,3,pkg7,7.0,14.0,17,1000.0,14,7,3,7
49,0,dn8,3,pkg22,10.0,17.0,20,1000.0,14.0,10.0,3,4.0
49,0,dn9,3,pkg18,7.0,13.0,22,1000.0,8.0,7.0,9,1.0
49,0,dn10,4,pkg2,6.0,13.0,15,1000.0,42,21,2,21
49,0,dn11,4,pkg9,8.0,15.0,16,1000.0,16,8,1,8
49,0,dn12,4,pkg16,8.0,15.0,21,1000.0,28,14,6,14
49,0,dn13,5,pkg6,6.0,15.0,17,1000.0,8.0,6.0,2,2.0
49,0,dn14,5,pkg10,8.0,13.0,22,1000.0,13.0,8.0,9,5.0
49,0,dn15,5,pkg15,10.0,19.0,29,1000.0,28,14,10,14
49,8,dn9,3,pkg23,9.0,19.0,22,1000.0,24,16,3,8
49,14,dn7,3,pkg19,10.0,18.0,25,1000.0,46,30,7,16
49,14,dn8,3,pkg20,7.0,17.0,26,1000.0,36,25,9,11
49,16,dn6,2,pkg3,9.0,17.0,22,1000.0,40,28,5,12
49,16,dn11,4,pkg4,7.0,17.0,22,1000.0,56,36,5,20
49,16,dn13,5,pkg27,25.0,35.0,44,1000.0,30.0,25.0,9,5.0
49,21,dn14,5,pkg30,29.0,39.0,49,1000.0,41,31,10,10
49,22,dn4,2,pkg25,15.0,24.0,29,1000.0,68,45,5,23
49,24,dn9,3,pkg28,23.0,31.0,37,1000.0,52,38,6,14
49,26,dn5,2,pkg26,22.0,27.0,35,1000.0,60,43,8,17
49,28,dn12,4,pkg31,27.0,33.0,44,1000.0,46,37,11,9
49,28,dn15,5,pkg32,32.0,39.0,47,1000.0,48,38,8,10
49,30,dn13,5,pkg34,34.0,44.0,51,1000.0,40,35,7,5
49,32,dn1,1,pkg33,37.0,44.0,46,1000.0,56,44,2,12
49,32,dn2,1,pkg36,37.0,42.0,48,1000.0,58,45,6,13
49,36,dn8,3,pkg37,42.0,48.0,50,1000.0,47.0,42.0,2,5.0
49,40,dn6,2,pkg39,41.0,49.0,60,1000.0,58,49,11,9
49,40,dn13,5,pkg35,41.0,50.0,55,1000.0,48,44,5,4
49,41,dn14,5,pkg40,44.0,52.0,55,1000.0,45.0,44.0,3,1.0
49,42,dn10,4,pkg38,42.0,47.0,56,1000.0,54,48,9,6
49,46,dn12,4,pkg41,49.0,57.0,68,1000.0,72,59,11,13
49,48,dn3,1,pkg43,57.0,62.0,66,1000.0,63.0,57.0,4,6.0
49,50,dn13,5,pkg45,58.0,63.0,71,1000.0,66,58,8,8
49,53,dn7,3,pkg47,58.0,66.0,73,1000.0,73,63,7,10
49,54,dn10,4,pkg42,54.0,61.0,65,1000.0,80,67,4,13
49,55,dn8,3,pkg49,60.0,66.0,74,1000.0,62.0,60.0,8,2.0
49,56,dn1,1,pkg44,58.0,65.0,70,1000.0,84,70,5,14
49,56,dn9,3,pkg50,66.0,74.0,84,1000.0,72.0,66.0,10,6.0
49,56,dn11,4,pkg46,59.0,66.0,72,1000.0,90,73,6,17
49,58,dn2,1,pkg48,64.0,73.0,80,1000.0,84,71,7,13
49,59,dn6,2,pkg51,69.0,75.0,78,1000.0,83,71,3,12
49,61,dn5,2,pkg52,70.0,75.0,83,1000.0,87,74,8,13
49,62,dn8,3,pkg53,69.0,79.0,85,1000.0,72.0,69.0,6,3.0
49,65,dn14,5,pkg54,70.0,76.0,83,1000.0,74.0,70.0,7,4.0
49,66,dn3,1,pkg55,73.0,78.0,85,1000.0,90,78,7,12
49,68,dn4,2,pkg56,74.0,81.0,83,1000.0,104,86,2,18
49,71,dn13,5,pkg58,80.0,86.0,90,1000.0,83.0,80.0,4,3.0
49,72,dn8,3,pkg57,79.0,87.0,93,1000.0,104,88,6,16
49,72,dn12,4,pkg59,82.0,89.0,95,1000.0,108,90,6,18
49,73,dn15,5,pkg60,80.0,85.0,94,1000.0,97,85,9,12
49,74,dn7,3,pkg61,80.0,89.0,98,1000.0,90,82,9,8
49,76,dn9,3,pkg62,83.0,88.0,94,1000.0,96,86,6,10
49,80,dn14,5,pkg64,89.0,96.0,105,1000.0,98,89,9,9
49,83,dn6,2,pkg66,88.0,98.0,104,1000.0,97,90,6,7
49,83,dn13,5,pkg65,89.0,94.0,100,1000.0,99,91,6,8
49,84,dn1,1,pkg63,88.0,94.0,101,1000.0,104,94,7,10
49,87,dn2,1,pkg68,92.0,97.0,106,1000.0,101,94,9,7
49,87,dn5,2,pkg67,94.0,101.0,103,1000.0,109,98,2,11
49,90,dn3,1,pkg71,98.0,107.0,116,1000.0,126,108,9,18
49,90,dn7,3,pkg69,93.0,101.0,105,1000.0,116,103,4,13
49,96,dn9,3,pkg72,96.0,102.0,109,1000.0,118,107,7,11
49,96,dn10,4,pkg75,105.0,110.0,118,1000.0,122,109,8,13
49,97,dn15,5,pkg74,98.0,105.0,112,1000.0,111,104,7,7
49,98,dn11,4,pkg76,103.0,111.0,121,1000.0,112,105,10,7
49,98,dn14,5,pkg70,98.0,108.0,118,1000.0,120,109,10,11
50,0,dn1,1,pkg15,8.0,15.0,16,1000.0,18,9,1,9
50,0,dn2,1,pkg21,5.0,12.0,17,1000.0,34,17,5,17
50,0,dn3,1,pkg9,6.0,15.0,18,1000.0,18,9,3,9
50,0,dn4,2,pkg17,7.0,13.0,16,1000.0,38,19,3,19
50,0,dn5,2,pkg22,5.0,11.0,17,1000.0,12,6,6,6
50,0,dn6,2,pkg3,6.0,12.0,20,1000.0,28,14,8,14
50,0,dn7,3,pkg4,5.0,10.0,13,1000.0,34,17,3,17
50,0,dn8,3,pkg8,8.0,13.0,14,1000.0,12.0,8.0,1,4.0
50,0,dn9,3,pkg1,5.0,12.0,15,1000.0,20,10,3,10
50,0,dn10,4,pkg14,8.0,14.0,18,1000.0,52,26,4,26
50,0,dn11,4,pkg10,10.0,16.0,21,1000.0,16.0,10.0,5,6.0
50,0,dn12,4,pkg5,7.0,16.0,23,1000.0,32,16,7,16
50,0,dn13,5,pkg6,10.0,15.0,16,1000.0,11.0,10.0,1,1.0
50,0,dn14,5,pkg12,9.0,18.0,21,1000.0,12.0,9.0,3,3.0
50,0,dn15,5,pkg18,8.0,18.0,23,1000.0,12.0,8.0,5,4.0
50,11,dn13,5,pkg2,10.0,15.0,24,1000.0,33,22,9,11
50,12,dn5,2,pkg7,8.0,16.0,21,1000.0,50,31,5,19
50,12,dn8,3,pkg23,6.0,13.0,21,1000.0,44,28,8,16
50,12,dn14,5,pkg20,8.0,17.0,24,1000.0,30,21,7,9
50,12,dn15,5,pkg24,14.0,23.0,26,1000.0,16,14,3,2
50,16,dn11,4,pkg11,10.0,19.0,28,1000.0,34,25,9,9
50,16,dn15,5,pkg25,16.0,23.0,30,1000.0,22,19,7,3
50,18,dn1,1,pkg28,18.0,28.0,32,1000.0,44,31,4,13
50,18,dn3,1,pkg30,21.0,29.0,32,1000.0,32,25,3,7
50,20,dn9,3,pkg27,21.0,26.0,30,1000.0,36,28,4,8
50,23,dn15,5,pkg34,28.0,38.0,39,1000.0,29.0,28.0,1,1.0
50,28,dn6,2,pkg29,21.0,31.0,34,1000.0,64,46,3,18
50,29,dn15,5,pkg35,30.0,39.0,50,1000.0,49,39,11,10
50,30,dn14,5,pkg37,37.0,42.0,50,1000.0,50,40,8,10
50,32,dn3,1,pkg33,26.0,34.0,41,1000.0,48,40,7,8
50,32,dn12,4,pkg31,28.0,34.0,37,1000.0,72,52,3,20
50,34,dn7,3,pkg38,40.0,50.0,52,1000.0,48,41,2,7
50,34,dn11,4,pkg36,37.0,43.0,48,1000.0,70,52,5,18
50,35,dn2,1,pkg39,41.0,49.0,54,1000.0,67,51,5,16
50,38,dn4,2,pkg40,44.0,54.0,63,1000.0,66,52,9,14
50,41,dn9,3,pkg43,51.0,58.0,67,1000.0,58.0,51.0,9,7.0
50,44,dn1,1,pkg44,52.0,59.0,62,1000.0,70,57,3,13
50,45,dn8,3,pkg46,52.0,62.0,72,1000.0,67,56,10,11
50,46,dn13,5,pkg47,53.0,59.0,70,1000.0,59.0,53.0,11,6.0
50,48,dn3,1,pkg41,45.0,55.0,63,1000.0,104,76,8,28
50,49,dn7,3,pkg49,55.0,61.0,70,1000.0,89,69,9,20
50,50,dn5,2,pkg42,46.0,55.0,62,1000.0,64,57,7,7
50,52,dn10,4,pkg52,57.0,62.0,66,1000.0,112,82,4,30
50,58,dn14,5,pkg55,64.0,72.0,80,1000.0,80,69,8,11
50,59,dn9,3,pkg56,67.0,74.0,79,1000.0,70.0,67.0,5,3.0
50,64,dn5,2,pkg50,58.0,68.0,71,1000.0,122,93,3,29
50,64,dn6,2,pkg54,61.0,69.0,79,1000.0,114,89,10,25
50,65,dn13,5,pkg59,72.0,77.0,87,1000.0,89,77,10,12
